Document_ID,Sector,Project_Name,Type,URL,Filename,Status,Message,File_Size
3.035,Budovy,Výstavba novej univerzitnej nemocnice v Martine (aktualizácia),štúdia uskutočniteľnosti,https://www.unm.sk/sites/default/files/unm-sv-martin/formular_na_aktualizaciu_studie_uskutocnitelnosti_unsvm.pdf,3.035.pdf,Failed,HTTP error: 404,0
2.105,Informatizacia,Zmluva na prevádzku a rozvoj systému Portál finančnej správy (PFS),štúdia uskutočniteľnosti,https://www.mfsr.sk/files/archiv/96/Dokument-PredmetSLArozvojPFS2020v_public.pdf,2.105.pdf,Failed,HTTP error: 404,0
5.002,Ostatne,Spravodlivosť: Výstavba väznice v Rimavskej Sobote formou PPP,Prognóza,http://www.zvjs.sk/dokumenty/PDF/Akt_pro_obv_ods_2035.pdf,5.002.pdf,Failed,HTTP error: 404,0
5.003,Ostatne,Spravodlivosť: Výstavba väznice v Rimavskej Sobote formou PPP,štúdia uskutočniteľnosti,http://www.zvjs.sk/dokumenty/GRZVJS-aktualizacia_studie_usk_.pdf,5.003.pdf,Failed,HTTP error: 404,0
